population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,213,Niger,3,Both,22,All ages,410,Neoplasms,3,Rate,2015,28.46249624925392,35.71035020294851,23.863716207484902
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,1.678521806266345,2.5335588720113087,1.0936501623367205
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,0.49536747070255843,0.8396539531004443,0.2933814919065853
1,All Population,1,Deaths,213,Niger,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2015,11.469324584732554,16.15503095898527,7.462444091564878
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,65.83005909467767,110.49299696432554,32.359319403042
1,All Population,1,Deaths,117,Saint Vincent and the Grenadines,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,185,Rwanda,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,72.51972991776655,82.84686311868252,63.44123038704898
1,All Population,1,Deaths,185,Rwanda,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,17.98912867926636,25.25330472229568,12.552015184226947
1,All Population,1,Deaths,71,Australia,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2015,17.920780143755458,19.710453973215408,15.212942990108447
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,585.1794647395955,698.8214896637664,484.11165084607165
1,All Population,1,Deaths,369,Nauru,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,22.246812980157696,35.06801886331262,11.335518160762318
1,All Population,1,Deaths,369,Nauru,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,3.833175432229544,6.015540288101396,2.4874318411850473
1,All Population,1,Deaths,369,Nauru,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,297.37649490267455,351.2728868086711,235.4911218183521
1,All Population,1,Deaths,71,Australia,3,Both,22,All ages,345,Malaria,3,Rate,2015,0.0,0.0,0.0
1,All Population,1,Deaths,214,Nigeria,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2015,11.181580314434756,14.901667548260022,7.833756844305889
1,All Population,1,Deaths,118,Suriname,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,1.776769522891947,2.400454103405223,1.1902110134136707
1,All Population,1,Deaths,118,Suriname,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,18.24628603583345,21.285570432140958,15.443363154542514
1,All Population,1,Deaths,118,Suriname,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,30.93587128956966,36.47235695845894,26.68111019783675
1,All Population,1,Deaths,118,Suriname,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,215,Sao Tome and Principe,3,Both,22,All ages,345,Malaria,3,Rate,2015,1.5094981672478918,3.3715830578161916,0.5443400147693969
1,All Population,1,Deaths,186,Seychelles,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,20.726292628886057,26.130916460076783,15.84973129409418
1,All Population,1,Deaths,369,Nauru,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,102.55092544171707,121.77515511104386,86.79185043492869
1,All Population,1,Deaths,118,Suriname,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,113.54454461447393,121.62086088640305,103.12559426077772
1,All Population,1,Deaths,374,Niue,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,446.1278802416549,521.2277792604937,379.36338795528866
1,All Population,1,Deaths,187,Somalia,3,Both,22,All ages,345,Malaria,3,Rate,2019,9.279864354371332,19.058572991488838,4.745053919587192
1,All Population,1,Deaths,119,Trinidad and Tobago,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,1.330016633067248,1.6380244627129252,1.0928436683307567
1,All Population,1,Deaths,119,Trinidad and Tobago,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,16.364344857904733,18.877042398188266,13.888954244735332
1,All Population,1,Deaths,119,Trinidad and Tobago,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,21.24755843646135,24.164549244600195,18.64996012746212
1,All Population,1,Deaths,72,New Zealand,3,Both,22,All ages,297,Tuberculosis,3,Rate,2015,0.34210523831918654,0.4046978466069179,0.28740227411631564
1,All Population,1,Deaths,72,New Zealand,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2015,0.22388112233038465,0.2856601807503009,0.16264972199813146
1,All Population,1,Deaths,72,New Zealand,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2015,18.58898710172451,21.272566960931183,15.473719312247665
1,All Population,1,Deaths,216,Senegal,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2015,44.50824347089898,57.583988127433756,33.122744390280985
1,All Population,1,Deaths,119,Trinidad and Tobago,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,275.8422983240126,292.33324246224197,258.20115087402
1,All Population,1,Deaths,216,Senegal,3,Both,22,All ages,345,Malaria,3,Rate,2015,29.319158393397842,59.39384941250398,13.710519304815735
1,All Population,1,Deaths,119,Trinidad and Tobago,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,152.13469506201628,160.2617117927263,144.29840722282296
1,All Population,1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,142.21550381202323,157.56036928293722,129.3827816576872
1,All Population,1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,48.62124591731922,56.66362703705181,42.70193903259299
1,All Population,1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,345,Malaria,3,Rate,2019,17.76370840296094,38.28658648595861,6.228451296190342
1,All Population,1,Deaths,217,Sierra Leone,3,Both,22,All ages,297,Tuberculosis,3,Rate,2015,50.086071963500466,68.22524021552285,37.49091709564661
1,All Population,1,Deaths,217,Sierra Leone,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2015,48.565359203465896,64.59449367936264,34.686599064533176
1,All Population,1,Deaths,72,New Zealand,3,Both,22,All ages,1029,Total cancers,3,Rate,2015,211.35251473252077,222.17515339374052,193.01640904768402
1,All Population,1,Deaths,217,Sierra Leone,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2015,97.95763444444428,121.68872551105521,77.59171523103242
1,All Population,1,Deaths,217,Sierra Leone,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2015,124.83162653702843,147.27882467735944,103.39221260888326
1,All Population,1,Deaths,190,Uganda,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,18.81626889406102,26.418384852222907,12.635608900534134
1,All Population,1,Deaths,190,Uganda,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,64.7394484523687,93.82960491316065,39.84625426159627
1,All Population,1,Deaths,190,Uganda,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,32.92934823727384,42.59381376451563,24.11342294834422
1,All Population,1,Deaths,217,Sierra Leone,3,Both,22,All ages,1029,Total cancers,3,Rate,2015,45.29712115756268,50.66361720359896,39.410272469771975
1,All Population,1,Deaths,380,Palau,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,199.30817130290882,219.60564633536262,180.09750123970926
1,All Population,1,Deaths,218,Togo,3,Both,22,All ages,297,Tuberculosis,3,Rate,2015,31.7897151535728,47.8157884639663,19.257035617958206
1,All Population,1,Deaths,218,Togo,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2015,75.8341013644837,97.70853852055953,52.526352733681094
1,All Population,1,Deaths,218,Togo,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2015,103.52460925859232,124.04114843086619,83.74854754043105
1,All Population,1,Deaths,380,Palau,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,100.93355509418747,136.00291175770596,71.22155516449753
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2015,167.80855441828766,197.65765890422026,133.3987791253199
1,All Population,1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,64.10278094823752,71.83724092832735,54.937756808323265
1,All Population,1,Deaths,122,Ecuador,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,90.83832006760939,93.53692177420174,86.80997753633137
1,All Population,1,Deaths,191,Zambia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,20.646956481083024,34.20467393243215,8.363714111723763
1,All Population,1,Deaths,191,Zambia,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,154.99114795311974,179.73127255827276,130.62041667706725
1,All Population,1,Deaths,191,Zambia,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,54.905676765521655,68.35014022226305,43.74175189725817
1,All Population,1,Deaths,191,Zambia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,92.05003769504235,106.18653842838648,78.58391055205733
1,All Population,1,Deaths,218,Togo,3,Both,22,All ages,1029,Total cancers,3,Rate,2015,35.224499530244074,40.600332814020305,30.576879701365677
1,All Population,1,Deaths,385,Puerto Rico,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,181.66358521458625,189.62442106346919,168.72306908896158
1,All Population,1,Deaths,385,Puerto Rico,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,89.96037050562772,95.71331321366777,81.71220236522369
1,All Population,1,Deaths,191,Zambia,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,51.23928203248407,58.40443169002168,44.95587128345212
1,All Population,1,Deaths,123,Peru,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,100.90395472676379,107.6182386846929,93.94303723114221
1,All Population,1,Deaths,413,Tokelau,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2005,37.76210038297459,57.85835890222087,26.385046566694662
1,All Population,1,Deaths,413,Tokelau,3,Both,22,All ages,345,Malaria,3,Rate,2005,0.0,0.0,0.0
1,All Population,1,Deaths,6,China,3,Both,22,All ages,345,Malaria,3,Rate,2015,2.3652757723939842e-07,6.849712325010056e-07,9.158401514568623e-10
1,All Population,1,Deaths,109,Cuba,3,Both,22,All ages,410,Neoplasms,3,Rate,2015,223.4101329472239,230.18192349989792,214.54215699817834
1,All Population,1,Deaths,48,Hungary,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,342.3223164249152,350.1705378108914,328.86476564458206
1,All Population,1,Deaths,522,Sudan,3,Both,22,All ages,410,Neoplasms,3,Rate,2015,50.71260565490428,61.480000519812904,40.87986324958097
1,All Population,1,Deaths,123,Peru,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,17.388343185664468,19.759971172040235,13.721193983440509
1,All Population,1,Deaths,125,Colombia,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.2827243846925805,0.31856262449004885,0.19256772314642326
1,All Population,1,Deaths,48,Hungary,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,30.398497417861055,31.664077131089414,28.542117413372416
1,All Population,1,Deaths,194,Lesotho,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,69.260822055718,85.59507877039947,57.087737794281445
1,All Population,1,Deaths,126,Costa Rica,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,15.36784149872784,16.873327998395613,13.736768170679705
1,All Population,1,Deaths,396,San Marino,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,126,Costa Rica,3,Both,22,All ages,345,Malaria,3,Rate,2019,3.931851074596571e-10,4.0444017508222465e-10,3.791341002153105e-10
1,All Population,1,Deaths,195,Namibia,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,56.642885415835885,63.42766355075425,47.247007868564516
1,All Population,1,Deaths,6,China,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,195,Namibia,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,31.765739351405195,44.11459513265535,21.415670439660104
1,All Population,1,Deaths,298,American Samoa,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,72.11872299269137,80.43015249955975,64.89003641123867
1,All Population,1,Deaths,305,Bermuda,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,0.14347187152276633,0.16311827791330943,0.12224926325382482
1,All Population,1,Deaths,305,Bermuda,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,19.89374129627917,22.231383199537518,17.593339263091927
1,All Population,1,Deaths,127,El Salvador,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,3.9089169016283245,4.779334525097704,3.195814334451546
1,All Population,1,Deaths,127,El Salvador,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,6.159889529460131,7.119696805489564,5.216761204809137
1,All Population,1,Deaths,127,El Salvador,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,42.04561476437035,47.15058445379337,36.990659579451474
1,All Population,1,Deaths,127,El Salvador,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,305,Bermuda,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,25.477082915232387,28.69196917382939,22.671569585008783
1,All Population,1,Deaths,305,Bermuda,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,294.48082185289,308.82509767129534,273.02103897824736
1,All Population,1,Deaths,81,Germany,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,314.6499221655752,329.6972031392536,286.7186820769621
1,All Population,1,Deaths,196,South Africa,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,53.28782971461224,63.05341215152618,44.0678407291859
1,All Population,1,Deaths,127,El Salvador,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,109.46257396208597,120.83618452340677,101.11778486068874
1,All Population,1,Deaths,128,Guatemala,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,2.506574363913875,2.757501355092907,2.2695275073955337
1,All Population,1,Deaths,128,Guatemala,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,3.395541754881508,3.610586539665483,3.2050239410006727
1,All Population,1,Deaths,197,Eswatini,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.15365824970142572,0.4112909563823375,0.047279578603885423
1,All Population,1,Deaths,298,American Samoa,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,108,Belize,3,Both,22,All ages,1029,Total cancers,3,Rate,2015,65.02339642659327,68.38765976665543,61.675135840617585
1,All Population,1,Deaths,128,Guatemala,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,52.672838582736695,55.159248650215254,50.079157199861285
1,All Population,1,Deaths,128,Guatemala,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,96.70168096244821,100.80035820088453,90.1916492147365
1,All Population,1,Deaths,15,Myanmar,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.9635708595657378,1.8189553556268523,0.5990975745282089
1,All Population,1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,345,Malaria,3,Rate,2005,7.501745077153854e-10,9.717262455457755e-10,5.667019027044492e-10
1,All Population,1,Deaths,522,Sudan,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,54.4115676133087,67.25483145290448,42.624676967221426
1,All Population,1,Deaths,49,North Macedonia,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,55.540213971461704,65.42081604234193,43.13863490784655
1,All Population,1,Deaths,128,Guatemala,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,64.87031937871565,67.41849903541087,62.43913263744333
1,All Population,1,Deaths,24,Marshall Islands,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2015,60.65506490775329,85.13582202354841,40.24880619518773
1,All Population,1,Deaths,198,Zimbabwe,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,63.13993190179278,83.53094854300838,47.75663909744276
1,All Population,1,Deaths,305,Bermuda,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,129,Honduras,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,134.35559866519796,156.1028583852858,114.56858368761728
1,All Population,1,Deaths,16,Philippines,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,4.202670854439539,4.561537512120535,3.9509009209263515
1,All Population,1,Deaths,413,Tokelau,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,33.53991664750176,50.27582759867042,21.556533207460916
1,All Population,1,Deaths,413,Tokelau,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,198,Zimbabwe,3,Both,22,All ages,345,Malaria,3,Rate,2019,5.263645679237954,10.05147731746259,1.7249762793680607
1,All Population,1,Deaths,8,Taiwan,3,Both,22,All ages,345,Malaria,3,Rate,2015,0.0,0.0,0.0
1,All Population,1,Deaths,109,Cuba,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2015,318.09989167539135,330.88414628968917,296.4096816146466
1,All Population,1,Deaths,320,Cook Islands,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,110.41829804969325,133.08924931077857,82.74975242675227
1,All Population,1,Deaths,16,Philippines,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,52.79398259886443,58.06979393661359,47.39108370376181
1,All Population,1,Deaths,16,Philippines,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0340394687013135,0.054785437210293615,0.021988952333324072
1,All Population,1,Deaths,50,Montenegro,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,416,Tuvalu,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,50.29931830684482,76.06063859138368,28.56054675671609
1,All Population,1,Deaths,416,Tuvalu,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,2.8679949391353445,4.74495618015644,1.7961731231170357
1,All Population,1,Deaths,416,Tuvalu,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,39.601129333350734,54.71591690756659,27.155778661076326
1,All Population,1,Deaths,416,Tuvalu,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,462.219864876089,534.9273405740217,396.3834571796404
1,All Population,1,Deaths,305,Bermuda,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,210.6888538002791,220.64919230768555,199.0869184378384
1,All Population,1,Deaths,40,Turkmenistan,3,Both,22,All ages,1029,Total cancers,3,Rate,2015,61.23866697435688,63.56957492812479,58.84106602430342
1,All Population,1,Deaths,17,Sri Lanka,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,4.432691846191584,5.155956509193111,3.585602083196853
1,All Population,1,Deaths,17,Sri Lanka,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,0.8373214934303519,0.9881241158726783,0.6935612956929127
1,All Population,1,Deaths,17,Sri Lanka,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,24.372821090495815,27.9200454233309,20.895151998897667
1,All Population,1,Deaths,17,Sri Lanka,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,236.15119949680707,254.0499509102693,216.62069909754857
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,416,Tuvalu,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,132.62392665678303,154.36948418742494,112.44437685859683
1,All Population,1,Deaths,320,Cook Islands,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,227.89051343463672,257.7114318176811,200.62021513486604
1,All Population,1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,0.46990441434725433,0.5470591578550752,0.4019720597872962
1,All Population,1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,7.228498405512687,8.306343346792193,6.194017506948621
1,All Population,1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,318.6334106674782,341.4068810804925,290.157600636648
1,All Population,1,Deaths,17,Sri Lanka,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,85.04563887328018,90.9877983138986,78.07206879708025
1,All Population,1,Deaths,18,Thailand,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,13.321149618391987,15.141636330375357,11.288275525029434
1,All Population,1,Deaths,18,Thailand,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,25.635916988649058,27.830298753741324,23.60018420712523
1,All Population,1,Deaths,18,Thailand,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,160.3186075919453,175.9861599477985,144.3476512722376
1,All Population,1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,410,Neoplasms,3,Rate,2015,87.16729164832999,96.73287530052812,78.63089298768442
1,All Population,1,Deaths,26,Papua New Guinea,3,Both,22,All ages,345,Malaria,3,Rate,2015,21.33438804556564,40.01816159698316,7.332350135246
1,All Population,1,Deaths,131,Nicaragua,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,70.10775676848557,77.79034839536747,65.32810325438622
1,All Population,1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,201.0863434989506,216.4381937266624,186.25036001593472
1,All Population,1,Deaths,111,Dominican Republic,3,Both,22,All ages,410,Neoplasms,3,Rate,2015,84.91318447354436,92.14472734601604,75.87462822957504
1,All Population,1,Deaths,51,Poland,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,46.64104652897561,51.8919013053173,41.87556962463464
1,All Population,1,Deaths,51,Poland,3,Both,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
1,All Population,1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2015,113.82260518625064,139.67363596778,87.26781574818294
1,All Population,1,Deaths,18,Thailand,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,178.82655354481014,203.8499583559947,164.4869277945946
1,All Population,1,Deaths,27,Samoa,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2015,1.942124145204625,2.9033369883170423,1.4044925738231273
1,All Population,1,Deaths,27,Samoa,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2015,39.69420388821092,53.47619405003732,28.558172237681177
1,All Population,1,Deaths,27,Samoa,3,Both,22,All ages,345,Malaria,3,Rate,2015,0.0,0.0,0.0
1,All Population,1,Deaths,19,Timor-Leste,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,181.78839643720397,215.18935870066528,152.70763302466364
1,All Population,1,Deaths,112,Grenada,3,Both,22,All ages,410,Neoplasms,3,Rate,2015,164.0468750880738,174.85030683445027,153.10388564389427
1,All Population,1,Deaths,20,Viet Nam,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,102.20985806383302,113.56774766577401,90.92608181391483
1,All Population,1,Deaths,112,Grenada,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2015,75.774297810523,84.90851795015904,68.59173112199451
1,All Population,1,Deaths,26,Papua New Guinea,3,Both,22,All ages,410,Neoplasms,3,Rate,2015,51.35960736780721,58.81702793455133,43.75608748874863
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,297,Tuberculosis,3,Rate,2015,16.7443240947252,21.723550497100614,12.247027291927887
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2015,1.5164286112345267,2.4055519910909826,1.0484728748530971
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2015,69.49402729016448,89.52105050306396,50.78222728365328
1,All Population,1,Deaths,52,Romania,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,5.499535610767283,6.205270153291829,4.92171295861086
1,All Population,1,Deaths,52,Romania,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,0.9017833076371533,1.0137610279983074,0.8061733504468099
1,All Population,1,Deaths,26,Papua New Guinea,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2015,35.3413517670216,45.222100436228025,26.670041660573435
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2015,284.5596788572062,326.02274827006306,243.25069910653787
1,All Population,1,Deaths,52,Romania,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2019,45.24882412198489,48.61445689322784,42.01960327236208
1,All Population,1,Deaths,10,Cambodia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2015,34.12567955111105,58.2455315953113,19.839533629891466
1,All Population,1,Deaths,113,Guyana,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2015,56.777687766476454,62.44612821470756,52.09452222607613
1,All Population,1,Deaths,351,Guam,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,70.17810187802989,74.00929697096822,65.84454699281412
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,1029,Total cancers,3,Rate,2015,79.84698356865471,91.13173687606984,69.2978323308465
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,297,Tuberculosis,3,Rate,2015,5.726936462435659,9.855734447945084,3.252186957960422
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2015,0.41461966598464434,0.5499693488966851,0.31948143607090196
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2015,233.1714910085889,266.41057664099407,199.4689622680922
1,All Population,1,Deaths,10,Cambodia,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2015,14.129449982179974,20.09529709193134,8.342680384930466
1,All Population,1,Deaths,10,Cambodia,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2015,51.521025555290066,66.32701540359204,39.051408012712336
1,All Population,1,Deaths,114,Haiti,3,Both,22,All ages,345,Malaria,3,Rate,2015,5.762034567667869,11.371006481782336,2.2303367348454617
1,All Population,1,Deaths,27,Samoa,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2015,60.99459804846946,79.00154564459957,43.65901934810921
1,All Population,1,Deaths,22,Fiji,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2019,197.1752387288234,236.41511142324504,162.42559063769514
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,1029,Total cancers,3,Rate,2015,101.69523885747842,116.43258928831686,87.65646011203744
1,All Population,1,Deaths,52,Romania,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,268.5950456411063,275.99114560268833,258.95765870130856
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,345,Malaria,3,Rate,2015,16.46283395535406,30.056255539007754,7.117041861085425
1,All Population,1,Deaths,115,Jamaica,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2015,16.181745142300283,17.867824678340618,14.412153384179227
1,All Population,1,Deaths,30,Vanuatu,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2015,231.34391370252038,267.71727048678815,196.2201437818943
1,All Population,1,Deaths,115,Jamaica,3,Both,22,All ages,345,Malaria,3,Rate,2015,0.0,0.0,0.0
1,All Population,1,Deaths,53,Serbia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2019,1.2238992424822626,1.3873714088857445,1.1107721190056934
1,All Population,1,Deaths,53,Serbia,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,0.39264685693845525,0.4487735301641786,0.34341654881473493
1,All Population,1,Deaths,53,Serbia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,679.2323993331104,710.6234585496946,636.9765131750323
1,All Population,1,Deaths,435,South Sudan,3,Both,22,All ages,345,Malaria,3,Rate,2019,64.83699060749187,109.67017626285173,25.971081964835008
